Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Sex,Value
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,TBI,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Dementia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Headache,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Glaucoma,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Cataract,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Hearing problems,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Dental Caries,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Loss of Teeth,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DENTAL,Dental Disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Skin infection,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Sleep apnea,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Sleep disturbance - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Malaise and fatigue,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Syncope,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Abdominal pain,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Allergies and urticaria,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Edema,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Symptoms - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Tobacco Use Disorder,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Tobacco Use History,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Poisoning,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Housing insufficiency,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Psychosocial factors - Other,Missing,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,OTHER,Residual Codes,Missing,
