Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Geography,Value
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Urban,19253
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Urban,516330
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Urban,164874
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Urban,93327
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Urban,178932
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Urban,183768
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Urban,43823
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Urban,133985
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Urban,74361
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Urban,42427
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Urban,52732
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Urban,195701
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Urban,130004
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Urban,286781
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Asthma,Urban,120254
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Urban,7550
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Pneumonia,Urban,56245
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Urban,244150
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,Urban,272822
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",Urban,226740
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,Urban,176138
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,Urban,578365
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,Urban,44013
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,Urban,30735
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,Urban,67850
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,Urban,65954
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",Urban,201381
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,Urban,85457
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,Urban,21246
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,Urban,163127
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Hernia,Urban,89997
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,Urban,88093
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,Urban,104004
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,Urban,130177
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,Urban,26602
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,Urban,19421
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,Urban,173830
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Renal failure or Nephropathy,Urban,251661
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Calculus of urinary tract,Urban,57267
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Hematuria,Urban,69312
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,Urban,54096
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),Urban,91365
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Urinary Incontinence,Urban,77251
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Urinary Symptoms - Other,Urban,78117
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,URINARY,Urinary Conditions - Other,Urban,97170
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,Urban,416006
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,Urban,30131
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,Urban,14343
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,Urban,6121
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,Urban,2517
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,Urban,17874
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,Urban,6267
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",Urban,3501
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,Urban,2143
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,Urban,2006
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,Urban,1897
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,Urban,26631
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,Urban,267321
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,Urban,24368
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,Urban,2676
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,Urban,18529
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,Urban,663
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,Urban,271
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,Urban,6720
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Urban,5494
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Urban,510
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Urban,559
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Urban,2157
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,Urban,22677
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Urban,2730
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,PerCancer - Cervical,Urban,683
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Uterine,Urban,467
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Ovarian,Urban,431
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Urban,220
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Urban,521
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Urban,116
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Breast,Urban,6487
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Urban,502
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Lymphomas,Urban,15985
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Leukemias,Urban,12246
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Multiple myeloma,Urban,4645
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Urban,2437
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Head and Neck,Urban,19974
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Thyroid,Urban,5109
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,Urban,26236
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Esophagus,Urban,3940
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Gastric,Urban,2552
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Colorectal,Urban,31180
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Anal,Urban,721
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,Urban,6344
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Pancreatic,Urban,2880
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Renal,Urban,14099
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Bladder,Urban,27206
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Prostate,Urban,168839
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Testicular,Urban,2394
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,Urban,2616
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Melanoma,Urban,23050
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,Urban,3057
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,Urban,49302
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,Urban,265861
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,Urban,42747
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,Urban,22024
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,Urban,79575
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,Urban,9973
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,Urban,26608
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,Urban,11257
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,Urban,4819
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,Urban,2079
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,Urban,130876
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,Urban,192601
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,Urban,628544
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,Urban,261956
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,Urban,339860
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,Urban,588769
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,Urban,503466
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,Urban,114250
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,Urban,6391
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,Urban,72262
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,Urban,14337
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Amputation,Urban,24354
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,Urban,3201
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",Urban,49177
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,Urban,290457
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,Urban,10393
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,Urban,57306
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,Urban,28838
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,Urban,6983
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,TBI,Urban,58705
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Dementia,Urban,97322
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,Urban,112677
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,Urban,13953
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,Urban,14788
