Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Age Group,Value
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,X45.64,8889
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,X45.64,12509
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,X45.64,13353
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",X45.64,52129
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,X45.64,29149
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Refraction disorders,X45.64,467956
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Glaucoma,X45.64,156637
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Cataract,X45.64,314725
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,X45.64,343856
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Hearing problems,X45.64,259405
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,X45.64,91004
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Caries,X45.64,146802
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,X45.64,105101
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Loss of Teeth,X45.64,75432
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Disorders - Other,X45.64,167106
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),X45.64,40495
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,X45.64,27976
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin infection,X45.64,82833
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Psoriasis,X45.64,25670
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,X45.64,404764
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Sleep apnea,X45.64,237359
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Sleep disturbance - Other,X45.64,151423
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Malaise and fatigue,X45.64,41360
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Syncope,X45.64,26380
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Abdominal pain,X45.64,91073
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Chronic Pain Syndromes,X45.64,107143
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Allergies and urticaria,X45.64,40021
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Edema,X45.64,49682
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Symptoms - Other,X45.64,68790
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Tobacco Use Disorder,X45.64,468334
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Tobacco Use History,X45.64,52613
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Poisoning,X45.64,9310
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,X45.64,164148
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,X45.64,41284
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Housing insufficiency,X45.64,114177
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Psychosocial factors - Other,X45.64,163589
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Residual Codes,X45.64,298486
Age Group,A. Socio-demographic Characteristics,A1. Distribution of Age among FY13 Veteran VHA Patients,Age Group (Overall),Overall,,Overall,X65.,2618174
Age Group,A. Socio-demographic Characteristics,"A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13",Age Group by Sex,Sex,,F,X65.,44742
Age Group,A. Socio-demographic Characteristics,"A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13",Age Group by Sex,Sex,,M,X65.,2573299
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,AI/AN,X65.,10513
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Asian,X65.,15092
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Black/African American,X65.,232925
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,NH/OPI,X65.,13984
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,White,X65.,2225640
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Hispanic,X65.,97637
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Multi-race,X65.,11413
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Unknown,X65.,10970
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Highly Rural,X65.,40628
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Other Rural,X65.,1020411
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Urban,X65.,1549261
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,No SC,X65.,1593829
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 0-49,X65.,505188
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 50-99,X65.,347777
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 100,X65.,169687
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,X65.,76572
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,X65.,158420
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,X65.,218318
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,X65.,532675
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,X65.,603953
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,X65.,1028236
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,X65.,307476
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,X65.,822351
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,X65.,586858
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,X65.,653629
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,X65.,187710
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,X65.,60150
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,X65.,2267874
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,X65.,91361
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,X65.,61992
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,X65.,101290
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,X65.,50622
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,X65.,45035
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,X65.,2263153
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,X65.,196256
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,X65.,77131
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,X65.,65109
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,X65.,14725
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,X65.,1800
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,0 encounters,X65.,1204528
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,1 encounter,X65.,487796
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,2 encounters,X65.,265134
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,X65.,348421
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,X65.,192651
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,12+ encounters,X65.,119644
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,X65.,2222987
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,X65.,65808
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,X65.,54262
